Valor do sinal,Temperatura,Umidade,Hora
-0.205078125,25.8°C,72%,23:16:03
0.0859375,25.8°C,72%,23:16:19
0.060546875,25.8°C,72%,23:16:35
-0.216796875,25.8°C,72%,23:16:52
-0.154296875,25.8°C,72%,23:17:09
0.08203125,25.8°C,72%,23:17:25
0.021484375,25.8°C,72%,23:17:41
-0.208984375,25.8°C,72%,23:17:57
0.08203125,25.8°C,72%,23:18:14
0.076171875,25.8°C,72%,23:18:30
-0.2265625,25.8°C,72%,23:18:46
-0.177734375,25.8°C,72%,23:19:04
0.083984375,25.8°C,72%,23:19:21
0.04296875,25.8°C,72%,23:19:47
-0.216796875,25.8°C,72%,23:20:03
-0.123046875,25.8°C,72%,23:20:20
0.0859375,25.8°C,72%,23:20:38
-0.02734375,25.8°C,72%,23:20:55
-0.21484375,25.8°C,72%,23:21:13
-0.0625,25.8°C,72%,23:21:30
0.08203125,25.8°C,72%,23:21:47
-0.078125,25.8°C,72%,23:22:03
-0.228515625,25.8°C,72%,23:22:21
0.005859375,25.8°C,72%,23:22:38
0.08203125,25.8°C,72%,23:22:54
-0.142578125,25.8°C,72%,23:23:11
-0.216796875,25.8°C,72%,23:23:27
0.052734375,25.8°C,72%,23:23:43
0.0859375,25.8°C,72%,23:24:00
-0.201171875,25.8°C,72%,23:24:18
-0.21484375,25.8°C,72%,23:24:35
0.083984375,25.8°C,72%,23:24:51
0.080078125,25.8°C,72%,23:25:10
-0.21875,25.8°C,72%,23:25:26
-0.203125,25.8°C,72%,23:25:44
0.0859375,25.8°C,72%,23:26:00
0.056640625,25.8°C,72%,23:26:16
-0.21484375,25.8°C,72%,23:26:33
-0.150390625,25.8°C,72%,23:26:49
0.080078125,25.8°C,72%,23:27:05
0.0078125,25.8°C,72%,23:27:22
-0.228515625,25.8°C,72%,23:27:39
-0.083984375,25.8°C,72%,23:27:56
0.083984375,25.8°C,72%,23:28:13
-0.056640625,25.8°C,72%,23:28:31
-0.21875,25.8°C,72%,23:28:48
-0.03125,25.8°C,72%,23:29:04
0.0859375,25.8°C,72%,23:29:21
-0.126953125,25.8°C,72%,23:29:38
-0.212890625,25.8°C,72%,23:29:58
0.03515625,25.8°C,72%,23:30:15
0.083984375,25.8°C,72%,23:30:32
-0.17578125,25.8°C,72%,23:30:48
-0.2265625,25.8°C,72%,23:31:05
0.078125,25.8°C,72%,23:31:21
0.083984375,25.8°C,72%,23:31:38
-0.212890625,25.8°C,72%,23:31:54
-0.2109375,25.8°C,72%,23:32:10
0.08203125,25.8°C,72%,23:32:28
0.072265625,25.8°C,72%,23:32:45
-0.228515625,25.8°C,72%,23:33:02
-0.16796875,25.8°C,72%,23:33:19
0.08203125,25.8°C,72%,23:33:35
0.03125,25.8°C,72%,23:33:51
-0.22265625,25.8°C,72%,23:34:08
-0.1171875,25.8°C,72%,23:34:24
0.083984375,25.8°C,72%,23:34:41
-0.037109375,25.8°C,72%,23:34:57
-0.2109375,25.8°C,72%,23:35:15
-0.0546875,25.8°C,72%,23:35:32
0.083984375,25.8°C,72%,23:35:57
-0.048828125,25.8°C,72%,23:36:14
0.083984375,25.8°C,72%,23:36:31
-0.099609375,25.8°C,72%,23:36:47
-0.22265625,25.8°C,72%,23:37:03
0.021484375,25.8°C,72%,23:37:20
0.08203125,25.8°C,72%,23:37:36
-0.15625,25.8°C,72%,23:37:53
-0.22265625,25.8°C,72%,23:38:10
0.068359375,25.8°C,72%,23:38:26
0.08203125,25.8°C,72%,23:38:43
-0.208984375,25.8°C,72%,23:39:02
-0.208984375,25.8°C,72%,23:39:18
0.08203125,25.8°C,72%,23:39:35
0.080078125,25.8°C,72%,23:39:51
-0.2265625,25.8°C,72%,23:40:08
-0.189453125,25.8°C,72%,23:40:25
0.083984375,25.8°C,72%,23:40:42
0.046875,25.8°C,72%,23:40:59
-0.212890625,25.8°C,72%,23:41:17
-0.13671875,25.8°C,72%,23:41:34
0.087890625,25.8°C,72%,23:41:50
-0.017578125,25.8°C,72%,23:42:07
-0.220703125,25.8°C,72%,23:42:25
-0.06640625,25.8°C,72%,23:42:43
0.080078125,25.8°C,72%,23:43:00
-0.06640625,25.8°C,72%,23:43:20
-0.224609375,25.8°C,72%,23:43:36
-0.00390625,25.8°C,72%,23:43:53
0.083984375,25.8°C,72%,23:44:10
-0.138671875,25.8°C,72%,23:44:27
-0.212890625,25.8°C,72%,23:44:52
0.04296875,25.8°C,72%,23:45:09
0.087890625,25.8°C,72%,23:45:26
-0.193359375,25.8°C,72%,23:45:43
-0.220703125,25.8°C,72%,23:45:59
0.08203125,25.8°C,72%,23:46:16
0.080078125,25.8°C,72%,23:46:33
-0.21484375,25.8°C,72%,23:46:49
-0.20703125,25.8°C,72%,23:47:06
0.0859375,25.8°C,72%,23:47:22
0.0625,25.8°C,72%,23:47:40
-0.21875,25.8°C,72%,23:47:58
-0.15234375,25.8°C,72%,23:48:15
0.083984375,25.8°C,72%,23:48:31
0.0234375,25.8°C,72%,23:48:48
-0.224609375,25.8°C,72%,23:49:04
-0.091796875,25.8°C,72%,23:49:20
0.083984375,25.8°C,72%,23:49:38
-0.228515625,25.8°C,72%,23:49:55
0.00390625,25.8°C,72%,23:50:14
0.08203125,25.8°C,72%,23:50:31
-0.14453125,25.8°C,72%,23:50:48
-0.216796875,25.8°C,72%,23:51:04
0.048828125,25.8°C,72%,23:51:21
0.0859375,25.8°C,72%,23:51:39
-0.19921875,25.8°C,72%,23:51:55
-0.21484375,25.8°C,72%,23:52:12
