Valor do sinal,Temperatura,Umidade,Hora
-0.1640625,25.0°C,65%,19:25:31
-0.228515625,25.0°C,65%,19:25:47
0.013671875,25.0°C,65%,19:26:03
0.07421875,25.0°C,65%,19:26:19
-0.216796875,25.0°C,65%,19:26:36
-0.23828125,25.0°C,65%,19:26:51
0.064453125,25.0°C,65%,19:27:08
0.05859375,25.0°C,65%,19:27:24
-0.228515625,25.0°C,65%,19:27:40
-0.240234375,25.0°C,65%,19:27:56
0.07421875,25.0°C,65%,19:28:12
0.041015625,25.0°C,65%,19:28:28
-0.236328125,25.0°C,65%,19:28:44
-0.181640625,25.0°C,65%,19:29:00
0.060546875,25.0°C,65%,19:29:16
-0.0078125,25.0°C,65%,19:29:33
-0.25,25.0°C,65%,19:29:49
-0.115234375,25.0°C,65%,19:30:05
0.0625,25.0°C,65%,19:30:21
-0.078125,25.0°C,65%,19:30:37
-0.234375,25.0°C,65%,19:30:53
-0.068359375,25.0°C,65%,19:31:09
0.072265625,25.0°C,65%,19:31:26
-0.150390625,25.0°C,65%,19:31:42
-0.23046875,25.0°C,65%,19:31:58
0.005859375,25.0°C,65%,19:32:14
0.064453125,25.0°C,65%,19:32:30
-0.197265625,25.0°C,65%,19:32:46
-0.248046875,25.0°C,65%,19:33:02
0.0625,25.0°C,65%,19:33:19
0.0625,25.0°C,65%,19:33:35
-0.228515625,25.0°C,65%,19:33:51
-0.236328125,25.0°C,65%,19:34:07
0.068359375,25.0°C,65%,19:34:23
0.056640625,25.0°C,65%,19:34:39
-0.244140625,25.0°C,65%,19:34:56
-0.189453125,25.0°C,65%,19:35:12
0.056640625,25.0°C,65%,19:35:28
0.0078125,25.0°C,65%,19:35:44
-0.244140625,25.0°C,65%,19:36:00
-0.134765625,25.0°C,65%,19:36:16
0.068359375,25.0°C,65%,19:36:32
-0.068359375,25.0°C,65%,19:36:48
-0.228515625,25.0°C,65%,19:37:05
0.06640625,25.0°C,65%,19:37:21
0.01953125,25.0°C,65%,19:37:37
-0.228515625,25.0°C,65%,19:37:53
-0.154296875,25.0°C,65%,19:38:09
0.076171875,25.0°C,65%,19:38:25
-0.052734375,25.0°C,65%,19:38:41
-0.2265625,25.0°C,65%,19:38:58
-0.0859375,25.0°C,65%,19:39:14
0.068359375,25.0°C,65%,19:39:30
-0.099609375,25.0°C,65%,19:39:46
-0.24609375,25.0°C,65%,19:40:02
-0.01171875,25.0°C,65%,19:40:18
0.0625,25.0°C,65%,19:40:34
-0.1640625,25.0°C,65%,19:40:51
-0.236328125,25.0°C,65%,19:41:07
0.0390625,25.0°C,65%,19:41:23
0.072265625,25.0°C,65%,19:41:39
-0.228515625,25.0°C,65%,19:41:55
-0.22265625,25.0°C,65%,19:42:11
0.0625,25.0°C,65%,19:42:28
0.0703125,25.0°C,65%,19:42:44
-0.240234375,25.0°C,65%,19:43:00
-0.22265625,25.0°C,65%,19:43:16
0.0703125,25.0°C,65%,19:43:32
0.0234375,25.0°C,65%,19:43:48
-0.224609375,25.0°C,65%,19:44:04
-0.173828125,25.0°C,65%,19:44:21
0.072265625,25.0°C,65%,19:44:37
-0.03515625,25.0°C,65%,19:44:53
-0.240234375,25.0°C,65%,19:45:09
-0.091796875,25.0°C,65%,19:45:25
0.060546875,25.0°C,65%,19:45:41
-0.234375,25.0°C,65%,19:45:57
-0.18359375,25.0°C,65%,19:46:14
0.0625,25.0°C,65%,19:46:30
-0.01171875,25.0°C,65%,19:46:46
-0.248046875,25.0°C,65%,19:47:02
-0.103515625,25.0°C,65%,19:47:18
0.060546875,25.0°C,65%,19:47:34
-0.076171875,25.0°C,65%,19:47:50
-0.23828125,25.0°C,65%,19:48:06
-0.0546875,25.0°C,65%,19:48:22
0.072265625,25.0°C,65%,19:48:38
-0.15234375,25.0°C,65%,19:48:54
-0.23046875,25.0°C,65%,19:49:11
0.00390625,25.0°C,65%,19:49:26
0.068359375,25.0°C,65%,19:49:43
-0.203125,25.0°C,65%,19:49:59
-0.24609375,25.0°C,65%,19:50:15
0.064453125,25.0°C,65%,19:50:31
0.05859375,25.0°C,65%,19:50:47
-0.2265625,25.0°C,65%,19:51:03
-0.23828125,25.0°C,65%,19:51:19
0.072265625,25.0°C,65%,19:51:35
0.05078125,25.0°C,65%,19:51:52
-0.2421875,25.0°C,65%,19:52:08
-0.1875,25.0°C,65%,19:52:24
0.056640625,25.0°C,65%,19:52:40
0.0078125,25.0°C,65%,19:52:56
-0.248046875,25.0°C,65%,19:53:12
-0.126953125,25.0°C,65%,19:53:28
0.064453125,25.0°C,65%,19:53:44
-0.076171875,25.0°C,65%,19:54:00
-0.228515625,25.0°C,65%,19:54:16
-0.078125,25.0°C,65%,19:54:32
0.07421875,25.0°C,65%,19:54:48
-0.138671875,25.0°C,65%,19:55:04
-0.236328125,25.0°C,65%,19:55:20
-0.001953125,25.0°C,65%,19:55:37
0.05859375,25.0°C,65%,19:55:53
-0.185546875,25.0°C,65%,19:56:09
-0.25,25.0°C,65%,19:56:25
0.052734375,25.0°C,65%,19:56:41
0.0625,25.0°C,65%,19:56:58
-0.232421875,25.0°C,65%,19:57:14
-0.232421875,25.0°C,65%,19:57:30
0.0625,25.0°C,65%,19:57:46
0.0625,25.0°C,65%,19:58:02
-0.25,25.0°C,65%,19:58:18
-0.19921875,25.0°C,65%,19:58:34
0.060546875,25.0°C,65%,19:58:51
0.015625,25.0°C,65%,19:59:07
-0.236328125,25.0°C,65%,19:59:23
-0.15625,25.0°C,65%,19:59:39
0.072265625,25.0°C,65%,19:59:55
-0.060546875,25.0°C,65%,20:00:11
-0.228515625,25.0°C,65%,20:00:28
-0.087890625,25.0°C,65%,20:00:44
0.06640625,25.0°C,65%,20:01:00
-0.111328125,25.0°C,65%,20:01:16
-0.244140625,25.0°C,65%,20:01:32
-0.009765625,25.0°C,65%,20:01:48
0.060546875,25.0°C,65%,20:02:04
-0.16796875,25.0°C,65%,20:02:20
-0.240234375,25.0°C,65%,20:02:37
0.0390625,25.0°C,65%,20:02:53
0.0703125,25.0°C,65%,20:03:09
-0.228515625,25.0°C,65%,20:03:25
-0.224609375,25.0°C,65%,20:03:41
0.05859375,25.0°C,65%,20:03:57
0.068359375,25.0°C,65%,20:04:14
-0.244140625,25.0°C,65%,20:04:30
-0.212890625,25.0°C,65%,20:04:46
0.068359375,25.0°C,65%,20:05:02
0.01953125,25.0°C,65%,20:05:18
-0.2265625,25.0°C,65%,20:05:34
-0.171875,25.0°C,65%,20:05:51
0.07421875,25.0°C,65%,20:06:07
-0.041015625,25.0°C,65%,20:06:23
-0.236328125,25.0°C,65%,20:06:39
-0.091796875,25.0°C,65%,20:06:55
0.05859375,25.0°C,65%,20:07:11
-0.23046875,25.0°C,65%,20:07:27
-0.181640625,25.0°C,65%,20:07:43
0.064453125,25.0°C,65%,20:08:00
-0.015625,25.0°C,65%,20:08:16
-0.25,25.0°C,65%,20:08:32
-0.10546875,25.0°C,65%,20:08:48
0.056640625,25.0°C,65%,20:09:04
-0.078125,25.0°C,65%,20:09:20
-0.23828125,25.0°C,65%,20:09:36
-0.052734375,25.0°C,65%,20:09:52
0.072265625,25.0°C,66%,20:10:08
-0.158203125,25.0°C,66%,20:10:24
-0.2265625,25.0°C,66%,20:10:40
0.005859375,25.0°C,66%,20:10:56
0.0703125,25.0°C,66%,20:11:12
-0.20703125,25.0°C,66%,20:11:28
-0.244140625,25.0°C,66%,20:11:44
0.06640625,25.0°C,66%,20:12:00
0.060546875,25.0°C,66%,20:12:16
-0.22265625,25.0°C,66%,20:12:33
-0.236328125,25.0°C,66%,20:12:49
0.07421875,25.0°C,66%,20:13:05
0.048828125,25.0°C,66%,20:13:21
-0.23828125,25.0°C,66%,20:13:37
-0.1796875,25.0°C,66%,20:13:53
0.060546875,25.0°C,66%,20:14:09
0.005859375,25.0°C,66%,20:14:25
-0.248046875,25.0°C,66%,20:14:41
-0.12109375,25.0°C,66%,20:14:57
0.06640625,25.0°C,66%,20:15:13
-0.07421875,25.0°C,66%,20:15:30
-0.2265625,25.0°C,66%,20:15:46
-0.076171875,25.0°C,66%,20:16:02
0.076171875,25.0°C,66%,20:16:18
-0.140625,25.0°C,66%,20:16:34
-0.232421875,25.0°C,66%,20:16:50
0.001953125,25.0°C,66%,20:17:06
0.05859375,25.0°C,66%,20:17:22
-0.1875,25.0°C,66%,20:17:38
-0.25,25.0°C,66%,20:17:54
0.056640625,25.0°C,66%,20:18:10
0.0625,25.0°C,66%,20:18:26
-0.228515625,25.0°C,66%,20:18:42
-0.234375,25.0°C,66%,20:18:58
0.064453125,25.0°C,66%,20:19:14
0.0625,25.0°C,66%,20:19:30
-0.24609375,25.0°C,66%,20:19:46
-0.193359375,25.0°C,66%,20:20:03
0.060546875,25.0°C,66%,20:20:19
0.013671875,25.0°C,66%,20:20:35
-0.23828125,25.0°C,66%,20:20:51
-0.146484375,25.0°C,66%,20:21:07
0.0703125,25.0°C,66%,20:21:23
-0.064453125,25.0°C,66%,20:21:39
-0.228515625,25.0°C,66%,20:21:55
-0.0859375,25.0°C,66%,20:22:11
0.0703125,25.0°C,66%,20:22:27
-0.11328125,25.0°C,66%,20:22:43
-0.2421875,25.0°C,66%,20:22:59
-0.005859375,25.0°C,66%,20:23:15
0.05859375,25.0°C,66%,20:23:31
-0.169921875,25.0°C,66%,20:23:47
-0.2421875,25.0°C,66%,20:24:03
0.044921875,25.0°C,66%,20:24:20
0.068359375,25.0°C,66%,20:24:35
-0.234375,25.0°C,66%,20:24:51
-0.2265625,25.0°C,66%,20:25:08
0.056640625,25.0°C,66%,20:25:24
0.0703125,25.0°C,66%,20:25:40
-0.244140625,25.0°C,66%,20:25:56
-0.212890625,25.0°C,66%,20:26:12
0.06640625,25.0°C,66%,20:26:28
0.017578125,25.0°C,66%,20:26:44
-0.2265625,25.0°C,66%,20:27:00
-0.169921875,25.0°C,66%,20:27:17
0.072265625,25.0°C,66%,20:27:32
-0.048828125,25.0°C,66%,20:27:49
-0.236328125,25.0°C,66%,20:28:05
-0.091796875,25.0°C,66%,20:28:21
0.05859375,25.0°C,66%,20:28:37
-0.2265625,25.0°C,66%,20:28:53
-0.17578125,25.0°C,66%,20:29:09
0.06640625,25.0°C,66%,20:29:25
-0.0234375,25.0°C,66%,20:29:41
-0.244140625,25.0°C,66%,20:29:57
-0.09765625,25.0°C,66%,20:30:13
0.05859375,25.0°C,66%,20:30:30
-0.078125,25.0°C,66%,20:30:46
-0.240234375,25.0°C,66%,20:31:02
-0.041015625,25.0°C,66%,20:31:18
0.0703125,25.0°C,66%,20:31:34
-0.15625,25.0°C,66%,20:31:50
-0.22265625,25.0°C,66%,20:32:06
0.0078125,25.0°C,66%,20:32:22
0.072265625,25.0°C,66%,20:32:38
-0.21484375,25.0°C,66%,20:32:54
-0.23828125,25.0°C,66%,20:33:10
0.06640625,25.0°C,66%,20:33:26
0.05859375,25.0°C,66%,20:33:42
-0.228515625,25.0°C,66%,20:33:58
-0.236328125,25.0°C,66%,20:34:15
0.07421875,25.0°C,66%,20:34:31
0.044921875,25.0°C,66%,20:34:47
-0.23828125,25.0°C,66%,20:35:03
-0.181640625,25.0°C,66%,20:35:19
0.060546875,25.0°C,66%,20:35:35
0.0,25.0°C,66%,20:35:51
-0.248046875,25.0°C,66%,20:36:07
-0.11328125,25.0°C,66%,20:36:23
0.064453125,25.0°C,66%,20:36:39
-0.07421875,25.0°C,66%,20:36:55
-0.232421875,25.0°C,66%,20:37:11
-0.0703125,25.0°C,66%,20:37:27
0.07421875,25.0°C,66%,20:37:43
-0.146484375,25.0°C,66%,20:37:59
-0.232421875,25.0°C,66%,20:38:15
0.001953125,25.0°C,66%,20:38:31
0.064453125,25.0°C,66%,20:38:47
-0.189453125,25.0°C,66%,20:39:03
-0.248046875,25.0°C,66%,20:39:19
0.060546875,25.0°C,66%,20:39:35
0.060546875,25.0°C,66%,20:39:51
-0.228515625,25.0°C,66%,20:40:07
-0.234375,25.0°C,66%,20:40:23
0.068359375,25.0°C,66%,20:40:40
0.05859375,25.0°C,66%,20:40:56
-0.244140625,25.0°C,66%,20:41:12
-0.193359375,25.0°C,66%,20:41:28
0.0625,25.0°C,66%,20:41:44
0.015625,25.0°C,66%,20:42:00
-0.23828125,25.0°C,66%,20:42:16
-0.138671875,25.0°C,66%,20:42:32
0.0703125,25.0°C,66%,20:42:48
-0.064453125,25.0°C,66%,20:43:04
-0.2265625,25.0°C,66%,20:43:20
-0.08203125,25.0°C,66%,20:43:36
0.07421875,25.0°C,66%,20:43:52
-0.119140625,25.0°C,66%,20:44:08
-0.240234375,25.0°C,66%,20:44:24
-0.001953125,25.0°C,66%,20:44:40
0.0625,25.0°C,66%,20:44:56
-0.169921875,25.0°C,66%,20:45:12
-0.244140625,25.0°C,66%,20:45:28
0.048828125,25.0°C,66%,20:45:45
-0.23046875,25.0°C,66%,20:46:01
-0.177734375,25.0°C,66%,20:46:17
0.0703125,25.0°C,66%,20:46:33
-0.025390625,25.0°C,66%,20:46:49
-0.2421875,25.0°C,66%,20:47:05
-0.09765625,25.0°C,66%,20:47:21
0.056640625,25.0°C,66%,20:47:37
-0.080078125,25.0°C,66%,20:47:53
-0.244140625,25.0°C,66%,20:48:09
-0.0390625,25.0°C,66%,20:48:25
0.068359375,25.0°C,66%,20:48:41
-0.162109375,25.0°C,66%,20:48:57
-0.2265625,25.0°C,66%,20:49:13
0.009765625,25.0°C,66%,20:49:29
0.07421875,25.0°C,66%,20:49:45
-0.21875,25.0°C,66%,20:50:01
-0.23828125,25.0°C,66%,20:50:17
0.064453125,25.0°C,66%,20:50:34
0.056640625,25.0°C,66%,20:50:50
-0.228515625,25.0°C,66%,20:51:06
-0.23828125,25.0°C,66%,20:51:22
0.07421875,25.0°C,66%,20:51:38
0.0390625,25.0°C,66%,20:51:54
-0.236328125,25.0°C,66%,20:52:10
-0.1796875,25.0°C,66%,20:52:27
0.060546875,25.0°C,66%,20:52:43
-0.005859375,25.0°C,66%,20:52:58
-0.25,25.0°C,66%,20:53:14
-0.11328125,25.0°C,66%,20:53:30
0.060546875,25.0°C,66%,20:53:47
-0.080078125,25.0°C,66%,20:54:03
-0.234375,25.0°C,66%,20:54:21
-0.06640625,25.0°C,66%,20:54:37
0.072265625,25.0°C,66%,20:54:53
-0.150390625,25.0°C,66%,20:55:09
-0.228515625,25.0°C,66%,20:55:25
0.0078125,25.0°C,66%,20:55:41
0.068359375,25.0°C,66%,20:55:57
-0.19921875,25.0°C,66%,20:56:13
-0.244140625,25.0°C,66%,20:56:29
0.064453125,25.0°C,66%,20:56:45
0.064453125,25.0°C,66%,20:57:01
-0.2265625,25.0°C,66%,20:57:17
-0.236328125,25.0°C,66%,20:57:33
0.0703125,25.0°C,66%,20:57:50
0.056640625,25.0°C,66%,20:58:06
-0.2421875,25.0°C,66%,20:58:22
-0.18359375,25.0°C,66%,20:58:38
0.0625,25.0°C,66%,20:58:54
0.013671875,25.0°C,66%,20:59:10
-0.2421875,25.0°C,66%,20:59:26
-0.12890625,25.0°C,66%,20:59:42
0.0703125,25.0°C,66%,20:59:58
-0.06640625,25.0°C,66%,21:00:15
-0.224609375,25.0°C,66%,21:00:31
-0.078125,25.0°C,66%,21:00:47
0.07421875,25.0°C,66%,21:01:03
-0.126953125,25.0°C,66%,21:01:19
-0.236328125,25.0°C,66%,21:01:35
0.0,25.0°C,66%,21:01:51
0.0625,25.0°C,66%,21:02:07
-0.177734375,25.0°C,66%,21:02:23
-0.24609375,25.0°C,66%,21:02:39
0.0546875,25.0°C,66%,21:02:55
0.06640625,25.0°C,66%,21:03:11
-0.234375,25.0°C,66%,21:03:27
-0.228515625,25.0°C,66%,21:03:43
0.060546875,25.0°C,66%,21:03:59
0.06640625,25.0°C,66%,21:04:15
-0.248046875,25.0°C,66%,21:04:31
-0.201171875,25.0°C,66%,21:04:47
0.064453125,25.0°C,66%,21:05:03
0.015625,25.0°C,66%,21:05:19
-0.23046875,25.0°C,66%,21:05:35
-0.15625,25.0°C,66%,21:05:52
0.076171875,25.0°C,66%,21:06:08
-0.0546875,25.0°C,66%,21:06:23
-0.23046875,25.0°C,66%,21:06:40
-0.0859375,25.0°C,66%,21:06:56
0.068359375,25.0°C,66%,21:07:12
-0.099609375,25.0°C,66%,21:07:28
-0.244140625,25.0°C,66%,21:07:44
-0.01171875,25.0°C,66%,21:08:00
0.064453125,25.0°C,66%,21:08:16
-0.166015625,25.0°C,66%,21:08:32
-0.236328125,25.0°C,66%,21:08:48
0.0390625,25.0°C,66%,21:09:04
0.07421875,25.0°C,66%,21:09:20
-0.2265625,25.0°C,66%,21:09:36
-0.2265625,25.0°C,66%,21:09:52
0.060546875,25.1°C,67%,21:10:08
0.0703125,25.1°C,67%,21:10:24
-0.23828125,25.1°C,67%,21:10:40
-0.21875,25.1°C,67%,21:10:56
0.0703125,25.1°C,67%,21:11:12
0.025390625,25.1°C,67%,21:11:28
-0.224609375,25.1°C,67%,21:11:44
-0.171875,25.1°C,67%,21:12:00
0.07421875,25.1°C,67%,21:12:16
-0.037109375,25.1°C,67%,21:12:33
-0.23828125,25.1°C,67%,21:12:49
-0.091796875,25.1°C,67%,21:13:05
0.05859375,25.1°C,67%,21:13:21
-0.087890625,25.1°C,67%,21:13:37
-0.248046875,25.1°C,67%,21:13:53
-0.029296875,25.1°C,67%,21:14:09
0.064453125,25.1°C,67%,21:14:25
-0.162109375,25.1°C,67%,21:14:41
-0.228515625,25.1°C,67%,21:14:58
0.017578125,25.1°C,67%,21:15:14
0.07421875,25.1°C,67%,21:15:30
-0.224609375,25.1°C,67%,21:15:46
-0.232421875,25.1°C,67%,21:16:02
0.0625,25.1°C,67%,21:16:18
0.0625,25.1°C,67%,21:16:34
-0.232421875,25.1°C,67%,21:16:50
-0.234375,25.1°C,67%,21:17:06
0.076171875,25.1°C,67%,21:17:22
0.03515625,25.1°C,67%,21:17:38
-0.224609375,25.1°C,67%,21:17:54
-0.173828125,25.1°C,67%,21:18:10
0.068359375,25.1°C,67%,21:18:26
-0.009765625,25.1°C,67%,21:18:42
-0.244140625,25.1°C,67%,21:18:58
-0.09765625,25.1°C,67%,21:19:14
0.05859375,25.1°C,67%,21:19:30
-0.076171875,25.1°C,67%,21:19:46
-0.23828125,25.1°C,67%,21:20:02
0.056640625,25.1°C,67%,21:20:18
0.00390625,25.1°C,67%,21:20:34
-0.25,25.1°C,67%,21:20:50
-0.119140625,25.1°C,67%,21:21:06
0.064453125,25.1°C,67%,21:21:23
-0.078125,25.1°C,67%,21:21:39
-0.232421875,25.1°C,67%,21:21:55
-0.07421875,25.1°C,67%,21:22:11
0.07421875,25.1°C,67%,21:22:27
-0.1484375,25.1°C,67%,21:22:43
-0.234375,25.1°C,67%,21:22:59
0.0,25.1°C,67%,21:23:15
0.064453125,25.1°C,67%,21:23:31
-0.189453125,25.1°C,67%,21:23:47
-0.248046875,25.1°C,67%,21:24:04
0.05859375,25.1°C,67%,21:24:20
0.060546875,25.1°C,67%,21:24:36
-0.23046875,25.1°C,67%,21:24:52
-0.234375,25.1°C,67%,21:25:08
0.06640625,25.1°C,67%,21:25:24
0.05859375,25.1°C,67%,21:25:40
-0.248046875,25.1°C,67%,21:25:56
-0.1953125,25.1°C,67%,21:26:12
0.060546875,25.1°C,67%,21:26:28
0.013671875,25.1°C,67%,21:26:44
-0.2421875,25.1°C,67%,21:27:00
-0.142578125,25.1°C,67%,21:27:17
0.0703125,25.1°C,67%,21:27:33
-0.06640625,25.1°C,67%,21:27:49
-0.2265625,25.1°C,67%,21:28:05
-0.083984375,25.1°C,67%,21:28:21
0.0703125,25.1°C,67%,21:28:37
-0.033203125,25.1°C,67%,21:28:53
0.068359375,25.1°C,67%,21:29:09
-0.162109375,25.1°C,67%,21:29:25
-0.224609375,25.1°C,67%,21:29:41
0.013671875,25.1°C,67%,21:29:57
0.076171875,25.1°C,67%,21:30:13
-0.216796875,25.1°C,67%,21:30:29
-0.234375,25.1°C,67%,21:30:45
0.06640625,25.1°C,67%,21:31:01
0.060546875,25.1°C,67%,21:31:17
-0.2265625,25.1°C,67%,21:31:33
-0.236328125,25.1°C,67%,21:31:49
0.07421875,25.1°C,67%,21:32:05
0.037109375,25.1°C,67%,21:32:21
-0.23046875,25.1°C,67%,21:32:38
-0.177734375,25.1°C,67%,21:32:54
0.060546875,25.1°C,67%,21:33:09
-0.224609375,25.1°C,67%,21:33:25
-0.234375,25.1°C,67%,21:33:42
0.072265625,25.1°C,67%,21:33:58
0.0546875,25.1°C,67%,21:34:14
-0.23828125,25.1°C,67%,21:34:30
-0.177734375,25.1°C,67%,21:34:46
0.05859375,25.1°C,67%,21:35:02
0.005859375,25.1°C,67%,21:35:18
-0.24609375,25.1°C,67%,21:35:34
-0.126953125,25.1°C,67%,21:35:50
0.068359375,25.1°C,67%,21:36:06
-0.0703125,25.1°C,67%,21:36:22
-0.2265625,25.1°C,67%,21:36:38
-0.080078125,25.1°C,67%,21:36:54
0.076171875,25.1°C,67%,21:37:10
-0.12890625,25.1°C,67%,21:37:27
-0.234375,25.1°C,67%,21:37:43
0.001953125,25.1°C,67%,21:37:59
0.060546875,25.1°C,67%,21:38:15
-0.17578125,25.1°C,67%,21:38:31
-0.24609375,25.1°C,67%,21:38:47
0.05859375,25.1°C,67%,21:39:03
0.06640625,25.1°C,67%,21:39:19
-0.23046875,25.1°C,67%,21:39:35
-0.2265625,25.1°C,67%,21:39:51
0.064453125,25.1°C,67%,21:40:07
0.0703125,25.1°C,67%,21:40:23
-0.248046875,25.1°C,67%,21:40:39
-0.201171875,25.1°C,67%,21:40:56
0.06640625,25.1°C,67%,21:41:12
0.01953125,25.1°C,67%,21:41:28
-0.2265625,25.1°C,67%,21:41:44
-0.154296875,25.1°C,67%,21:42:00
0.078125,25.1°C,67%,21:42:16
-0.046875,25.1°C,67%,21:42:32
-0.224609375,25.1°C,67%,21:42:48
-0.078125,25.1°C,67%,21:43:05
0.072265625,25.1°C,67%,21:43:21
-0.087890625,25.1°C,67%,21:43:37
-0.240234375,25.1°C,67%,21:43:53
0.0,25.1°C,67%,21:44:09
0.080078125,25.1°C,67%,21:44:25
-0.142578125,25.1°C,67%,21:44:41
-0.220703125,25.1°C,67%,21:44:57
0.041015625,25.1°C,67%,21:45:13
0.07421875,25.1°C,67%,21:45:29
-0.234375,25.1°C,67%,21:45:45
-0.0390625,25.1°C,67%,21:46:01
0.060546875,25.1°C,67%,21:46:17
-0.169921875,25.1°C,67%,21:46:33
-0.2265625,25.1°C,67%,21:46:49
0.01171875,25.1°C,67%,21:47:05
0.07421875,25.1°C,67%,21:47:21
-0.22265625,25.1°C,67%,21:47:37
-0.234375,25.1°C,67%,21:47:54
0.064453125,25.1°C,67%,21:48:10
0.060546875,25.1°C,67%,21:48:26
